Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
9/25/2011	5080	0				0	8			1		0.00					
9/28/2011	5080	0				0	3					0.00					
10/24/2011	5080	0			1	15	2					0.00					
11/3/2011	5080	0			1	15	6					0.00					
12/15/2011	5080	0			1	15	6					0.00					
1/4/2012	5080	0				0	2					0.00					
2/16/2012	5080	0			1	15	7					0.00					
3/13/2012	5080	0			1	15	3					0.00					
4/2/2012	5080	0			1	15	10					0.00					
6/4/2012	5080	0			1	15	4					0.00					
9/12/2012	5080	0			1	15	8					0.00					
10/8/2012	5080	0			1	15	9					0.00					
11/7/2012	5080	0			1	15	10					0.00					
12/10/2012	5080	0			1	15	5					0.00					
1/10/2013	5080	0			1	15	4					0.00					
2/7/2013	5080	0			1	15	7					0.00					
3/7/2013	5080	0			1	15	8					0.00					
4/10/2013	5080	0			1	15	5					0.00					
5/28/2013	5080	0				0	5					0.00					
6/7/2013	5080	0				0	2					0.00					
6/17/2013	5080	0				0	6					0.00					
7/26/2013	5080	0				0	5					0.00					
8/9/2013	5080	0				0	10					0.00					
9/6/2013	5080	0				0	0					0.00					
9/23/2013	5080	0				0	2					0.00					
9/24/2013	5080	0				0	6					0.00					
10/14/2013	5080	0				0	1					0.00					
10/30/2013	5080	0				0	6					0.00					
11/4/2013	5080	0				0	7					0.00					
11/25/2013	5080	0				0	4					0.00					
12/11/2013	5080	0				0	1					0.00					
2/5/2014	5080	0			1	15	1					0.00					
3/5/2014	5080	0			1	15	3					0.00					
3/31/2014	5080	0			1	15	3					0.00					
4/24/2014	5080	0			1	15	5					0.00					
5/19/2014	5080	0				0	1					0.00					
6/24/2014	5080	0			1	15	6					0.00					
7/17/2014	5080	0			1	15	5					0.00					
8/19/2014	5080	0			1	15	10					0.00					
9/8/2014	5080	0			1	15	1					0.00					
10/13/2014	5080	0			1	15	10					0.00					
11/12/2014	5080	0			1	15	10					0.00					
12/10/2014	5080	0			1	15	4					0.00					
1/6/2015	5080	0			1	15	10					0.00					
2/11/2015	5080	0			1	15	3					0.00					
3/11/2015	5080	0			1	15	4					0.00					
4/6/2015	5080	0			1	15	5					0.00					
5/6/2015	5080	0			1	15	8					0.00					
6/18/2015	5080	0			1	15	6					0.00					
8/3/2015	5080	0			1	15	6					0.00					
8/10/2015	5080	0			1	15	6					0.00					
9/8/2015	5080	0			1	15	5					0.00					
10/20/2015	5080	0			1	15						0.00					
11/16/2015	5080	0			1	15	7					0.00					
1/4/2016	5080	0			1	15	2					0.00					
1/21/2016	5080	0				0	1					0.00					
2/22/2016	5080	0			1	15	4					0.00					
5/5/2016	5080	0			1	15		0				0.00					
6/2/2016	5080	0			1	15	4					0.00					
3/6/2007	5081	25081				0	9			1		0.00					
3/10/2010	5081	0			2	15	13					0.00					
11/28/2011	5081	0				0	8					0.00					
6/5/2012	5081	0				0	9					0.00					
3/7/2007	5083	25083				0	12			1		0.00					
3/7/2007	5084	25084				0	7			1		0.00					
3/7/2007	5085	25085				0	4			1		0.00					
1/13/2009	5085	0				0	1					0.00					
3/6/2007	5086	25086				0	4					0.00					
4/4/2007	5086	0				0	2					0.00					
3/8/2007	5087	25087			4	25	8					0.00					
4/10/2007	5087	0			4	25	14	12				0.00					
6/14/2007	5087	0			5	30	1					0.00					
9/25/2007	5087	0			4	25						0.00					
3/8/2007	5088	25088			4	25	4					0.00					
5/10/2007	5088	0			4	25	4					0.00					
2/9/2009	5088	0			4	25	3					0.00					
12/28/2009	5088	0			4	25	15					0.00					
1/26/2010	5088	0			4	25	16					0.00					
3/8/2007	5090	25090				0	10					0.00					
3/12/2007	5091	25091			1	10						0.00					
4/17/2007	5091	25091			1	10						0.00					
5/22/2007	5091	0			1	10						0.00					
6/22/2007	5091	0			1	10						0.00					
7/17/2007	5091	0			1	10						0.00					
8/16/2007	5091	0			1	10						0.00					
10/4/2007	5091	0			1	10						0.00					
11/29/2007	5091	0			1	10	1					0.00					
1/28/2008	5091	0			1	10						0.00					
2/26/2008	5091	0			1	10	6			1		0.00					
3/13/2007	5092	25092			2	15	18					0.00					
3/13/2007	5093	25093			5	30	40					0.00					
3/15/2007	5094	25094				0	7					0.00					
3/17/2009	5094	0			2	15	8					0.00					
1/25/2010	5094	0			2	15	10					0.00					
9/21/2010	5094	0			2	20	9					0.00					
3/15/2007	5095	25095					2					0.00					
3/13/2007	5096	25096				0	7					0.00					
3/13/2007	5097	25097			5	30	13					0.00					
4/12/2007	5097	0			5	30	12					0.00					
5/31/2007	5097	0			5	30	20					0.00					
11/6/2008	5097	0			6	40	25	12				0.00					
12/4/2008	5097	0			4	25	25	12				0.00					
11/9/2009	5097	0			6	40	31					0.00					
12/16/2009	5097	0			6	40	25					0.00					
3/14/2007	5098	25098				0	12					0.00					
12/27/2007	5098	0				0	12					0.00					
2/21/2008	5098	0				0	7					0.00					
9/9/2009	5098	0				0	4					0.00					
3/13/2007	5099	25099				0	10					0.00					
3/14/2007	5100	25100				0	8					0.00					
3/21/2007	5100	25100				0	2					0.00					
5/2/2007	5100	0				0	2					0.00					
3/14/2007	5102	25102				0	4					0.00					
3/21/2007	5102	25102				0	1					0.00					
3/14/2007	5103	25103				0	6					0.00					
1/23/2008	5103	0				0	8					0.00					
3/14/2007	5104	25104				0	4					0.00					
7/1/2009	5104	0			3	20	14					0.00					
4/20/2011	5104	0			4	30	10					0.00					
1/12/2012	5104	0			4	30	0					0.00					
3/13/2007	5105	25105			3	20	24	12				0.00					
4/16/2007	5105	25105			4	25	8					0.00					
5/24/2007	5105	0			3	20	13	12				0.00					
7/5/2007	5105	0			3	20	18	12				0.00					
10/4/2007	5105	0				0	27					0.00					
11/20/2007	5105	0			3	20	20	12				0.00					
3/13/2008	5105	0			4	25	14					0.00					
4/15/2008	5105	0			4	25	12	12				0.00					
7/10/2008	5105	0			4	25						0.00					
1/5/2009	5105	0			4	25	8	12		1		0.00					
1/26/2011	5105	0			3	25	20					0.00					
3/13/2007	5106	25106			4	25	9					0.00					
4/12/2007	5106	0			4	25	11					0.00					
5/31/2007	5106	0			4	25	14					0.00					
8/21/2007	5106	0			4	25	9					0.00					
3/14/2007	5107	25107				0	6					0.00					
8/25/2005	5108	25108			1							0.00					
3/15/2007	5108	25108			1	10						0.00					
5/17/2007	5108	0			1	10						0.00					
3/15/2007	5109	25109			1	10						0.00					
3/21/2007	5110	25110				0						139.00	Duke Energy				
3/21/2007	5112	25112				0	2					0.00					
3/20/2007	5114	25114				0	10					0.00					
3/21/2007	5114	25114				0	2					0.00					
3/22/2007	5115	25115				0	19					0.00					
12/10/2007	5115	0			1	10						0.00					
3/22/2007	5116	25116			4	25						0.00					
3/26/2007	5116	25116				0		12				0.00					
4/23/2007	5116	0			4	25						0.00					
7/30/2007	5116	0			4	25						0.00					
3/22/2007	5117	25117			4	25	14					0.00					
9/14/2009	5117	0			4	25	25					0.00					
12/22/2009	5117	0			4	25	25					0.00					
8/18/2011	5118	0			2	20	5					0.00					
4/26/2007	5119	0			1	10						0.00					
5/29/2007	5119	0			1	10						0.00					
6/28/2007	5119	0			1	10	3					0.00					
7/30/2007	5119	0			2	15						0.00					
9/24/2007	5119	0			2	15						0.00					
11/7/2007	5119	0			2	15						0.00					
7/10/2008	5119	0			2	15						0.00					
9/15/2008	5119	0			2	15						0.00					
10/14/2008	5119	0			2	15						0.00					
11/3/2008	5119	0			2	15						0.00					
12/15/2008	5119	0			2	15	6					0.00					
10/27/2009	5119	0			2	15	4					0.00					
11/25/2009	5119	0			2	15						0.00					
1/25/2010	5119	0			2	15						0.00					
3/24/2010	5119	0			2	15						0.00					
5/17/2010	5119	0			2	15						0.00					
8/30/2010	5119	0			2	20	4					0.00					
10/25/2010	5119	0			2	20	10					0.00					
12/20/2010	5119	0				0	2					0.00					
3/21/2011	5119	0			2	20	2					0.00					
4/25/2011	5119	0			2	20	4					0.00					
5/23/2011	5119	0			2	20	10					0.00					
6/28/2011	5119	0			2	20	5					0.00					
9/28/2011	5119	0			1	15	3					0.00					
4/26/2007	5120	0			1	10	3					0.00					
5/31/2007	5120	0			1	10	4					0.00					
6/28/2007	5120	0			1	10	6					0.00					
8/2/2007	5120	0			1	10	7					0.00					
9/4/2007	5120	0			1	10	8					0.00					
10/4/2007	5120	0			1	10	13					0.00					
11/12/2007	5120	0			1	10						0.00					
12/18/2007	5120	0			1	10	8					0.00					
3/25/2008	5120	0			2	15	11					0.00					
4/22/2008	5120	0			2	15	1					0.00					
6/2/2008	5120	0			2	15	3					0.00					
7/9/2008	5120	0			2	15	5					0.00					
9/23/2008	5120	0			2	15	4			1		0.00					
10/20/2008	5120	0			2	15	11					0.00					
11/20/2008	5120	0			2	15	11			1		0.00					
12/30/2008	5120	0			2	15	2					0.00					
1/27/2009	5120	0			2	15	7			1		0.00					
3/19/2009	5120	0			1	10	8					0.00					
5/7/2009	5120	0			1	10	6					0.00					
6/18/2009	5120	0			1	10	3					0.00					
11/5/2009	5120	0			1	10	10					0.00					
12/7/2009	5120	0			2	15	7					0.00					
1/11/2010	5120	0				0	15					0.00					
2/4/2010	5120	0			2	15	11					0.00					
2/24/2010	5120	0				0	10					0.00					
3/24/2010	5120	0			2	15	6					0.00					
4/12/2010	5120	0			2	15	4					0.00					
5/10/2010	5120	0			2	15	10					0.00					
9/22/2010	5120	0			2	20	5					0.00					
10/11/2010	5120	0			1	15	10					0.00					
2/21/2011	5120	0			1	15	8					0.00					
8/8/2011	5120	0			1	15	7					0.00					
9/27/2011	5120	0			1	15	9					0.00					
10/27/2011	5120	0			1	15	7					0.00					
11/7/2011	5120	0			1	15	10					0.00					
11/16/2011	5120	0			1	15	6					0.00					
1/11/2012	5120	0			1	15	6					0.00					
2/20/2012	5120	0			1	15	8					0.00					
3/15/2012	5120	0			1	15	3					0.00					
5/10/2012	5120	0			1	15	3					0.00					
7/17/2012	5120	0			1	15	7					0.00					
9/10/2012	5120	0			1	15	8					0.00					
11/28/2012	5120	0			1	15	8					0.00					
12/17/2012	5120	0			1	15	10					0.00					
1/31/2013	5120	0			1	15	10					0.00					
3/21/2013	5120	0			1	15	6					0.00					
4/29/2013	5120	0			1	15	8					0.00					
5/22/2013	5120	0			1	15	10					0.00					
12/9/2013	5120	0			3	25	7					0.00					
1/9/2014	5120	0			3	25	6					0.00					
2/10/2014	5120	0			2	20	15					0.00					
3/10/2014	5120	0			3	25	10					0.00					
4/9/2014	5120	0				0	7					0.00					
5/12/2014	5120	0			3	25	6					0.00					
6/11/2014	5120	0			3	25	6					0.00					
7/9/2014	5120	0			3	25	15					0.00					
8/12/2014	5120	0			3	25	13					0.00					
9/9/2014	5120	0			3	25	10					0.00					
10/9/2014	5120	0			3	25	12					0.00					
11/10/2014	5120	0		3	3	25	18					0.00					
12/15/2014	5120	0			3	25	11					0.00					
1/13/2015	5120	0			3	25	6					0.00					
2/9/2015	5120	0			3	25	4					0.00					
3/9/2015	5120	0			3	25	2					0.00					
4/9/2015	5120	0			3	25	1					0.00					
5/12/2015	5120	0			3	25	1					0.00					
6/17/2015	5120	0			3	25	10					0.00					
7/15/2015	5120	0			3	25	7					0.00					
8/10/2015	5120	0			3	25	10					0.00					
9/14/2015	5120	0			3	25	12					0.00					
10/20/2015	5120	0			3	25	6					0.00					
11/23/2015	5120	0			3	25	3					0.00					
6/29/2016	5120	0			3	25	7					0.00					
7/25/2016	5120	0			3	25	4					0.00					
9/15/2016	5120	0			3	25	4					0.00					
12/12/2016	5120	0			3	25	8					0.00					
2/9/2017	5120	0			3	25	6					0.00					
3/29/2017	5120	0			3	25	6					0.00					
4/20/2017	5120	0			3	25	4					0.00					
6/6/2017	5120	0			3	25	5					0.00					
7/6/2017	5120	0			3	25	6					0.00					
8/17/2017	5120	0			3	25	6					0.00					
10/12/2017	5120	0			3	28	5					0.00					
3/27/2007	5121	25121			1	10	1					0.00					
5/17/2007	5121	0			1	10						0.00					
3/13/2008	5121	0			1	10						0.00					
3/27/2007	5122	25122			1	10	2					0.00					
9/23/2008	5122	0			1	10	7					0.00					
5/21/2009	5122	0			1	10	2					0.00					
3/27/2007	5124	25124			3	20	4	24				0.00					
3/28/2007	5125	25125				0	6					0.00					
4/25/2007	5125	0				0	16					0.00					
6/6/2007	5125	0				0	7			1		0.00					
6/13/2007	5125	0				0	7					0.00					
6/20/2007	5125	0				0	2					0.00					
8/1/2007	5125	0				0	7					0.00					
10/30/2007	5125	0				0	1					0.00					
11/27/2007	5125	0			1	10	1					0.00					
12/18/2007	5125	0			1	10	10					0.00					
1/17/2008	5125	0			1	10	12					0.00					
2/19/2008	5125	0			1	10	6					0.00					
3/18/2008	5125	0			1	10	0					0.00					
4/7/2008	5125	0			1	10						0.00					
4/22/2008	5125	0			1	10	8					0.00					
5/19/2008	5125	0			1	10	6					0.00					
6/23/2008	5125	0				0	3					0.00					
10/27/2008	5125	0			1	10	3					0.00					
10/15/2015	5125	0			1	15	10					0.00					
11/13/2017	5125	0			1	18	6					0.00					
3/16/2009	5126	0				0	1					0.00					
3/25/2009	5126	0				0	3			1		0.00					
3/30/2009	5126	0				0	2					0.00					
4/7/2009	5126	0				0	5					0.00					
7/27/2009	5126	0			1	10	4					0.00					
9/29/2010	5126	0				0	2					0.00					
10/4/2011	5126	0			1	15						0.00					
3/28/2012	5126	0			1	15	2					0.00					
12/7/2015	5126	0			2	20	42					0.00					
1/19/2016	5126	0			1	15	1					0.00					
5/15/2017	5126	0			1	15	0					0.00					
10/2/2017	5126	0			1	18	4					0.00					
1/18/2018	5126	0			1	18	3					0.00					
6/18/2018	5126	0			1	18	3					0.00					
3/28/2007	5127	25127				0	7					0.00					
3/28/2007	5128	25128				0	5					0.00					
3/28/2007	5129	25129				0	5					0.00					
3/29/2007	5130	25130			3	20						0.00					
3/21/2007	5131	0				0	7					0.00					
4/18/2007	5131	0				0	2					0.00					
4/25/2007	5131	0				0	4					0.00					
4/2/2007	5132	0			3	20						0.00					
4/2/2007	5133	0			1	10						0.00					
4/3/2007	5134	0				0	10					0.00					
4/16/2007	5134	0				0	4					0.00					
11/27/2007	5134	0				0	8					0.00					
4/3/2007	5135	0			3	20						0.00					
12/27/2007	5135	0			3	20	12					0.00					
1/28/2008	5135	0			3	20						0.00					
3/3/2008	5135	0			3	20						0.00					
3/21/2008	5135	0			2	15						0.00					
5/19/2008	5135	0			3	20	14					0.00					
6/3/2008	5135	0				0						0.00					
7/31/2008	5135	0				0						0.00					
2/23/2009	5135	0			3	20	6					0.00					
3/26/2009	5135	0			3	20	14					0.00					
4/30/2009	5135	0			3	20	11			1		0.00					
4/4/2007	5136	0				0	15			1		0.00					
4/4/2007	5137	0				0	2			1		0.00					
6/25/2009	5137	0			2	15	11					0.00					
3/5/2008	5138	0				0	7					0.00					
4/4/2007	5139	0				0	23					0.00					
4/4/2007	5140	0				0	2					0.00					
5/9/2007	5140	0				0				1		0.00					
7/31/2007	5140	0				0	6					0.00					
10/23/2007	5140	0				0	5					0.00					
4/17/2008	5140	0				0	39					0.00					
6/26/2008	5140	0			1	10	8					0.00					
7/1/2008	5140	0				0	6					0.00					
3/17/2009	5140	0				0	3					0.00					
7/30/2009	5140	0			1	10	12					0.00					
9/2/2009	5140	0			1	10	25					0.00					
9/16/2009	5140	0				0	12					0.00					
10/8/2009	5140	0			1	10	12					0.00					
10/26/2009	5140	0				0	25					0.00					
1/12/2010	5140	0			1	10	12					0.00					
2/3/2010	5140	0			1	10	8					0.00					
2/17/2010	5140	0			1	10	7					0.00					
3/11/2010	5140	0			1	10	12					0.00					
3/29/2010	5140	0				0	0					0.00					
4/8/2010	5140	0			1	10	12					0.00					
5/13/2010	5140	0			1	10	13					0.00					
6/15/2010	5140	0			1	10	12					0.00					
7/13/2010	5140	0			1	15	12					0.00					
11/2/2010	5140	0			1	15	12					0.00					
2/15/2011	5140	0			1	15	10					0.00					
11/2/2011	5140	0			1	15	10					0.00					
4/4/2007	5141	0				0	13					0.00					
4/18/2007	5141	0				0	9	24				0.00					
4/25/2007	5141	0				0	12	24				0.00					
5/9/2007	5141	0				0	5	12		1		0.00					
5/16/2007	5141	0				0	13	12				0.00					
10/8/2009	5144	0			4	25	6					0.00					
4/2/2012	5144	0			5	45	15					0.00					
6/10/2019	5144	0			4	38	15					0.00					
4/18/2007	5148	0				0	2					0.00					
4/5/2007	5149	0			2	15	7					0.00					
6/30/2009	5149	0			4	25	20					0.00					
7/21/2009	5149	0			4	25	9					0.00					
8/24/2009	5149	0			5	30	35					0.00					
10/6/2009	5149	0			6	40	18					0.00					
2/4/2010	5149	0			6	40	21					0.00					
4/19/2010	5149	0			5	30	25					0.00					
11/17/2010	5149	0			6	50	14					0.00					
4/5/2007	5150	0				0	17					0.00					
5/17/2007	5150	0				0	29					0.00					
5/22/2007	5150	0				0	2					0.00					
7/12/2007	5150	0				0	30			1		0.00					
10/30/2007	5150	0				0	8					0.00					
7/15/2008	5150	0				0	20					0.00					
12/15/2014	5150	0				0	10					0.00					
12/24/2014	5150	0			1	15	1					0.00					
1/22/2015	5150	0			1	15	8					0.00					
3/12/2015	5150	0			1	15	5					0.00					
4/16/2015	5150	0			1	15	8					0.00					
7/1/2015	5150	0			1	15	7					0.00					
8/13/2015	5150	0			2	20	5					0.00					
10/28/2015	5150	0			2	20	7					0.00					
3/7/2016	5150	0			1	15	10					0.00					
5/8/2017	5150	0				0	4					0.00					
6/12/2017	5150	0			1	15	4					0.00					
4/5/2007	5151	0			8	45	44					0.00					
12/10/2007	5151	0			8	60		12				0.00					
8/4/2009	5151	0				0						0.00					
12/6/2010	5151	0			5	45	25					0.00					
5/18/2011	5151	0			5	45	40					0.00					
7/5/2011	5151	0			4	30	20					0.00					
4/30/2013	5151	0			6	50	1					0.00					
5/28/2013	5151	0			7	60	15					0.00					
6/27/2013	5151	0			7	60	1					0.00					
7/30/2013	5151	0			7	60	5					0.00					
9/4/2013	5151	0			7	60						0.00					
9/30/2013	5151	0			1	15						0.00					
4/10/2007	5152	0				0	18					0.00					
2/7/2008	5152	0				0	21					0.00					
12/9/2008	5152	0				0	0			1		0.00					
12/11/2008	5152	0				0	13					0.00					
12/16/2008	5152	0			1	10	12					0.00					
4/11/2007	5153	0				0	10					0.00					
4/25/2007	5153	0				0	14					0.00					
8/7/2007	5153	0				0	6					0.00					
8/30/2007	5153	0				0	5					0.00					
10/2/2007	5153	0				0	12					0.00					
3/11/2009	5153	0				0	6					0.00					
3/25/2009	5153	0				0	4					0.00					
4/15/2009	5153	0				0	2					0.00					
8/13/2009	5153	0			1	10	4					0.00					
10/9/2012	5153	0			1	15	3					0.00					
5/15/2013	5153	0			1	15	5					0.00					
8/15/2013	5153	0			1	15	5					0.00					
9/17/2013	5153	0			1	15	9					0.00					
4/16/2014	5153	0			1	15						0.00					
7/17/2014	5153	0			1	15	1					0.00					
8/20/2014	5153	0			1	15						0.00					
6/29/2018	5153	0			1	18	4					0.00					
4/11/2007	5154	0				0	10					0.00					
4/18/2007	5154	0				0	4					0.00					
3/5/2009	5154	0				0	0					0.00					
8/17/2009	5154	0				0	1					0.00					
9/15/2009	5154	0				0	2					0.00					
2/16/2011	5154	0				0	10					0.00					
4/11/2007	5155	0				0	6					0.00					
4/11/2007	5156	0				0	8					0.00					
1/3/2008	5156	0				0	3					0.00					
11/11/2008	5156	0			1	10	3					0.00					
1/26/2009	5156	0			1	10	3			1		0.00					
4/6/2009	5156	0				0	7					0.00					
4/10/2007	5157	0			4	25	6					0.00					
4/11/2007	5158	0				0	13					0.00					
4/12/2007	5159	0				0	1					0.00					
4/12/2007	5162	0			1	10						0.00					
3/24/2010	5162	0				0	4					0.00					
4/16/2007	5163	0			2	15						0.00					
11/2/2010	5163	0			2	20	2					0.00					
4/16/2007	5164	0			2	15						0.00					
6/21/2007	5164	0			2	15						0.00					
7/12/2007	5164	0				0	2					0.00					
3/21/2008	5164	0			2	15						0.00					
7/20/2010	5164	0			2	20						0.00					
8/19/2010	5164	0			1	15	1					0.00					
9/21/2010	5164	0			1	15	1					0.00					
7/11/2011	5164	0				0	0					0.00					
12/14/2011	5164	0			3	25						0.00					
10/15/2012	5164	0			3	25						0.00					
12/26/2012	5164	0			3	25	1					0.00					
2/6/2013	5164	0			3	25						0.00					
4/2/2013	5164	0			3	25	1					0.00					
5/29/2013	5164	0			3	25						0.00					
7/17/2013	5164	0			3	25						0.00					
8/22/2013	5164	0			1	15	2					0.00					
12/11/2013	5164	0			3	25	2					0.00					
1/22/2014	5164	0			3	25	3					0.00					
3/17/2014	5164	0			3	25						0.00					
5/14/2014	5164	0				0	0					0.00					
7/9/2014	5164	0			3	25						0.00					
8/5/2014	5164	0			2	20	1					0.00					
10/14/2014	5164	0			2	20						0.00					
1/14/2015	5164	0			2	20	0					0.00					
6/10/2015	5164	0			1	15						0.00					
4/16/2007	5165	5165				0	3					0.00					
4/16/2007	5166	0			2	15						0.00					
6/21/2007	5166	0			2	15						0.00					
8/21/2008	5166	0			2	15	5					0.00					
11/19/2009	5166	0			2	15						0.00					
10/17/2011	5166	0			2	20	15					0.00					
1/12/2012	5166	0			2	20	2					0.00					
4/18/2007	5167	0				0	1					0.00					
4/18/2007	5168	0				0	7					0.00					
5/16/2007	5168	0				0	3			1		0.00					
4/18/2007	5169	0				0	2					0.00					
4/18/2007	5171	0				0	23	12				0.00					
4/19/2007	5172	0			2	15						0.00					
4/19/2007	5173	0				0	4					0.00					
4/19/2007	5174	0				0	9					0.00					
5/3/2007	5174	0			1	10						0.00					
8/11/1961	5175	0			2	19	11					0.00					
4/19/2007	5175	0				0	7					0.00					
8/16/2007	5175	0			2	15						0.00					
10/18/2007	5175	0				0	27					0.00					
11/13/2007	5175	0			2	15	2					0.00					
1/29/2008	5175	0			2	15	0					0.00					
3/21/2008	5175	0			2	15						0.00					
5/6/2008	5175	0			2	15						0.00					
6/19/2008	5175	0			2	15						0.00					
6/25/2009	5175	0			2	15	23					0.00					
9/24/2009	5175	0			2	15	7					0.00					
11/3/2009	5175	0			2	15	19					0.00					
9/15/2010	5175	0			2	20	12					0.00					
12/16/2010	5175	0			2	20	6					0.00					
